TS Product Code,Product Brand Name,Part Name,Part Name Type,Supplier Copy,Toolstation Catalogue Copy,Toolstation Web Copy,Application Method,Colour Family,Colour Name,Content Volume,Coverage,Dilutable,Drying Time,Finish,Interior Or Exterior Use,Liquid Base,Recoat Time,Recommended Number Of Coats,Showerproof Ready,Substrate,Suitable For,Touch Dry
42344,Rustins,Rustins Quick Dry Varnish Satin Clear,500ml,,"Water based and quick drying, touch dry in 30 minutes, re-coatable in 2 hours. Provides a tough and durable satin finish on all interior woodwork. Approx coverage 13-15m² per litre.","<lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>This quick-dry varnish from Rustins is here to protect your woodwork from dirt and dust. The satin varnish evens out any wood surfaces, leaving it with a mid-sheen finish. What's more, it also doubles as a sealant layer on concrete, brickwork, and plaster, keeping the surfaces air and watertight.<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>This varnish is touch dry in 30 minutes, which makes it perfect for quick application on surfaces that are in constant use. In just two to three coats, you'll have a tough and durable finish that's ready for round-the-clock contact. Being a water-based formula, it's non-toxic with a pleasant, mild odour that doesn't linger too long. Plus, the product lends a natural gloss to all woodwork without affecting its original colour and doesn't yellow over time.<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Provides a tough, durable, satin finish on all interior wood<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Water based<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Quick drying - touch dry in 30 minutes<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Re-coatable in 2 hours<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Approx coverage 13-15m² per litre<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Conforms to safety of toys regulations BS EN 71 Part 3 1995<lt/>/span<gt/><lt/>/p<gt/><lt/>p<gt/><lt/>span style=""background-color: transparent; color: rgb(0, 0, 0);""<gt/>• Non-flammable<lt/>/span<gt/><lt/>/p<gt/>",,Clear,Clear,500 ml,,,,Satin,Interior Use,,,,,,,
42453,Sandtex,Sandtex Ultra Smooth Masonry Paint 5L,Black,A high quality smooth masonry paint with unique Microseal Technology,,"<lt/>p<gt/>Give your exterior walls the coverage and care they need! Using this Sandtex masonry paint, you'll combine a smooth but striking black finish with weatherproof protection that lasts up to 15 years.<lt/>/p<gt/><lt/>p<gt/>Application with a brush, roller or spray couldn't be easier. It'll be rainproof in one hour and recoatable within four hours, helping you get the job done quicker. Once dry, the paint's enhanced formula protects it against peeling, flaking and dirt too - this professional finish will continue to look its best, for even longer.<lt/>/p<gt/><lt/>p<gt/>This exterior paint really is the perfect protective coating for your home - it's a versatile option suitable for surfaces including breeze blocks, concrete blocks, pebbledash, rendering, roughcast and facing bricks. You can even apply it to masonry door surroundings and masonry window ledges. If it's outside, get it covered with Sandtex!<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or airless spray<lt/>/p<gt/><lt/>p<gt/>• Touch-dry and recoatable in 3-4 hours<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Highly resistant to peeling, cracking and flaking<lt/>/p<gt/><lt/>p<gt/>• Rainproof in 1 hour - no worries about the weather<lt/>/p<gt/><lt/>p<gt/>• Durable - up to 15 years of weatherproof protection<lt/>/p<gt/><lt/>p<gt/>• Dirt-resistant - keeps surfaces looking their best<lt/>/p<gt/><lt/>p<gt/>• Microseal® technology - protects, but lets surface breathe<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 80m²<lt/>/p<gt/>",Brush;Roller,Black,Black,5 l,80 m²,Yes,4 hr,Smooth,Exterior Use,Water,4 hr,2,Yes,Masonry,"External concrete; masonry; stone, brick; block; exterior grade building boards",3 hr
42788,Crown Trade,Crown Trade Fastflow Quick Dry Primer Undercoat Paint 2.5L,White,,"A water-based primer undercoat with excellent coverage. Suitable for interior and exterior joinery, and correctly prepared metalwork. Feels like a traditional undercoat. Its Breatheasy formulation, which is 99% solvent free, means that it is low odour and quick drying. Coverage up to 15m² per litre. Recoatable after 4-6 hours.","<lt/>p<gt/>The look and feel of a traditional undercoat, but with the added benefit an advanced water-based formulation - Crown Trade Fastflow Quick Dry Primer Undercoat is easy to apply, quick-drying and delivers professional results.<lt/>/p<gt/><lt/>p<gt/>With a generous coverage of 15m² per litre, it's the perfect basecoat for Crown Trade Fastflow Quick Dry Gloss and Satin paint. Touch-dry within two hours, and recoatable in four - get the job done properly, and quickly, with Crown Trade.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 15m² per litre<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 1-2 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• For use on joinery and metalwork<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior and exterior use<lt/>/p<gt/><lt/>p<gt/>• Water-based Breatheasy formulation - 99% solvent-free<lt/>/p<gt/><lt/>p<gt/>• Feels like a traditional undercoat<lt/>/p<gt/><lt/>p<gt/>• Low-odour and quick-drying<lt/>/p<gt/><lt/>p<gt/>• Ideal basecoat for Crown Trade Fastflow Quick Dry Gloss and Satin<lt/>/p<gt/><lt/>p<gt/>• 2.5L tin - total coverage of up to 37.5m²<lt/>/p<gt/>",Brush;Roller;Spray,White,White,2.5 l,15 m² per litre,Yes,4 hr,,Interior and Exterior,Water,4 hr,2,,Wood;Metal,Joinery and metalwork,1 hr
43520,Plastikote,Plastikote Trade Line Marking Spray Paint 750ml,Yellow,,,"<lt/>p<gt/>For quick and high-visibility spot or line markings, choose this PlastiKote Upside Down Line Marking Spray. The 750ml aerosol is incredibly easy to apply - use it on all kinds of surfaces from stone, concrete and asphalt to metal, wood and grass.<lt/>/p<gt/><lt/>p<gt/>Touch-dry in just 30-40 minutes, this yellow line spray paint retains its bright and crisp colour for longer-lasting visibility. It's hard-wearing and durable for use in high-traffic areas too, making it perfect anywhere from roads, pavements and car parks to survey sites, sports grounds and factory floors.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• 750ml aerosol spray for easy application<lt/>/p<gt/><lt/>p<gt/>• Linear coverage of up to 75m<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 30-40 minutes<lt/>/p<gt/><lt/>p<gt/>• Quickly adds easily visible spot or line markings<lt/>/p<gt/><lt/>p<gt/>• Hard-wearing and durable in high-traffic areas<lt/>/p<gt/><lt/>p<gt/>• Use on stone, concrete, asphalt, metal, wood or grass<lt/>/p<gt/><lt/>p<gt/>• Perfect for roads, pavements, car parks, survey sites and more<lt/>/p<gt/>",Spray,Yellow,Yellow,750 ml,1.75 m² (4.4m²/L),No,24 hr,Matt,Exterior Use,Solvent,24 hr,,Yes,,"High-traffic areas - parking bays, traffic signs, safety features and more",30 min
42930,Dulux Trade,Dulux Trade Weathershield Smooth Masonry Paint 5L,Jasmine White,,"• Superior protection from mould & algae
 • Anti-fade Technology for longer lasting colour
 • 15 years protection (BBA approved)
 • Water based
 • Suitable for exterior use",,Brush;Roller;Spray,White,White,5 l,80 m²,Yes,4 hr,Smooth,Exterior Use,Water,4 hr,2,Yes,Masonry,"Exterior brick, stone, masonry walls",30 min
43254,Ronseal,Ronseal Ultimate Protection Decking Stain 2.5L,Slate,,"Colours and provides durable protection from weather and everyday use. Lasts twice as long as standard decking stain and ensures a slip-resistant surface. 2.5L covers 8m² on ridged boards, and 10m² on smooth planed boards. Requires 2 coats, leave 4 hours between each coat.",,Brush;Decking Pad,Grey,Slate,2.5 l,25 m² (10 m²/L),Yes,24 hr,Matt,Exterior Use,Water,4 hr,2,Yes,Wood,Ridged and smooth planed wooden decking,90 min
44309,Zinsser,Zinsser Peel Stop Primer Paint,Clear 1L,,"A clear, flexible bridging sealer, for surfaces where peeling, flaking, dusting or chalking is a problem. Forms a tough acrylic film that stays flexible and helps prevent peeling by letting moisture escape. For interior and exterior use. Recoat in 2hrs. Approximate coverage: 7.4-9.8m² per litre.","<lt/>p<gt/>Is peeling, flaking, dusting or chalking a problem? Use this Zinsser Peel Stop clear binding primer to deal with problem surfaces - it forms a tough acrylic film that stays flexible and helps prevent peeling by letting moisture escape.<lt/>/p<gt/><lt/>p<gt/>Suitable for use surfaces indoors and outdoors, Zinsser Peel Stop is perfect for wood siding and trim, yellow pine, rough sawn cedar, textured plywood, chalking or powdering, concrete and concrete block, stucco and galvanised gutters.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of around 7.4m² to 9.8m² per litre<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 1 hour<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2 hours<lt/>/p<gt/><lt/>p<gt/>• Full cure in 7-10 days<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior or exterior use<lt/>/p<gt/><lt/>p<gt/>• Extends the life of problem surfaces<lt/>/p<gt/><lt/>p<gt/>• Prevents peeling, flaking, dusting or chalking<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 1L tin - total coverage of up to 9.8m²<lt/>/p<gt/>",Brush;Roller;Spray,Clear,Clear,1 l,9.8 m² per litre,No,1 hr,,Interior and Exterior,Water,2 hr,1,No,Masonry;Metal;Plaster;Vinyl;Wood,"Application to problem interior/exterior painted surfaces that exhibit chalking, alligatoring, cracking, flaking, and peeling",1 hr
44416,Bedec,Bedec Multi Surface Paint,Gloss Black 2.5L,,,"<lt/>p<gt/>Need a versatile and reliable paint you can depend on for all kinds of jobs? Make this Bedec Multi-Surface Paint your go-to choice - it's suitable for indoor or outdoor use on a wide variety of surfaces.<lt/>/p<gt/><lt/>p<gt/>Apply this gloss black paint directly to wood, plastic, metal, plastic-coated steel, galvanised steel, aluminium, copper, cladding, brick, masonry, fibreglass, terracotta, stone, plaster, MDF, tiles, melamine, UPVC and much more!<lt/>/p<gt/><lt/>p<gt/>With its outstanding flexibility, MSP resists flaking, peeling or cracking. It goes over most other paints and varnishes including weathered tar varnish, bitumen and creosote. This water-based paint is non-yellowing, and cleans up with water.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 12-14m² per litre<lt/>/p<gt/><lt/>p<gt/>• Usually dries in 2-4 hours - recoatable after 4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior and exterior use<lt/>/p<gt/><lt/>p<gt/>• No primer or undercoat needed<lt/>/p<gt/><lt/>p<gt/>• Use on wood, MDF, metals, plastics, tiles, radiators and more<lt/>/p<gt/><lt/>p<gt/>• Resistant to flaking, peeling and cracking<lt/>/p<gt/><lt/>p<gt/>• Quick-drying, water-based formula - low VOC<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 35m²<lt/>/p<gt/>",Brush;Roller;Spray,Black,Black,2.5 l,35 m²,Yes,4 hr,Gloss,Interior and Exterior,Water,4 hr,2,No,Masonry;Metal;Plaster;Tile;UPVC;Vinyl;Wood,"Indoor or outdoor use on a wide variety of surfaces including wood, MDF, metals, plastics, tiles, radiators and more",2 hr
44522,Bedec,Bedec Multi Surface Paint,Matt Anthracite 750ml,,,"<lt/>p<gt/>Need a versatile and reliable paint you can depend on for all kinds of jobs? Make this Bedec Multi-Surface Paint your go-to choice - it's suitable for indoor or outdoor use on a wide variety of surfaces.<lt/>/p<gt/><lt/>p<gt/>Apply this matt anthracite paint directly to wood, plastic, metal, plastic-coated steel, galvanised steel, aluminium, copper, cladding, brick, masonry, fibreglass, terracotta, stone, plaster, MDF, tiles, melamine, UPVC and much more!<lt/>/p<gt/><lt/>p<gt/>With its outstanding flexibility, MSP resists flaking, peeling or cracking. It goes over most other paints and varnishes including weathered tar varnish, bitumen and creosote. This water-based paint is non-yellowing, and cleans up with water.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 12-14m² per litre<lt/>/p<gt/><lt/>p<gt/>• Usually dries in 2-4 hours - recoatable after 4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior and exterior use<lt/>/p<gt/><lt/>p<gt/>• No primer or undercoat needed<lt/>/p<gt/><lt/>p<gt/>• Use on wood, MDF, metals, plastics, tiles, radiators and more<lt/>/p<gt/><lt/>p<gt/>• Resistant to flaking, peeling and cracking<lt/>/p<gt/><lt/>p<gt/>• Quick-drying, water-based formula - low VOC<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 750ml tin - total coverage of up to 10.5m²<lt/>/p<gt/>",Brush;Roller;Spray,Grey,Anthracite,750 ml,10.5 m²,Yes,4 hr,Matt,Interior and Exterior,Water,4 hr,2,No,Masonry;Metal;Plaster;Tile;UPVC;Vinyl;Wood,"Indoor or outdoor use on a wide variety of surfaces including wood, MDF, metals, plastics, tiles, radiators and more",2 hr
43780,Rustins,Rustins Quick Dry Outdoor Wood Stain,Medium Oak 500ml,,,,Brush,Wood,Medium Oak,500 ml,7 m2,Yes,4 hr,Satin,Exterior Use,Water,4 hr,3,No,Wood,"Sheds, fences and outdoor wooden furniture requiring UV protection",30 min
44132,Aerosol Solutions,Industrial Clear Lacquer Spray Paint 500ml,,,"Clear flexible film, protects against moisture and contaminants. Ideal for printed circuits/electrical components as well as wood metals etc.
 Hazard safety codes: F+, Xi, N, R12, R37, R51/53, R66, R67.
 
 
 Sale will be restricted to over 18s.","<lt/>p<gt/>A tough, industrial clear lacquer spray designed to offer excellent protection against moisture and contaminants. With this 500ml aerosol from Pro-Cote, a clear flexible film is just a spray away.<lt/>/p<gt/><lt/>p<gt/>The high gloss finish is fast-drying and non-yellowing, offering impressive resistance to weathering and sunlight. Application is easy, and it's suitable for use on most bare and coated substrates including metals and rigid plastics. The spray lacquer is ideal for printed circuits or electrical components too.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Clear lacquer spray for industrial use<lt/>/p<gt/><lt/>p<gt/>• Protects against moisture and contaminants<lt/>/p<gt/><lt/>p<gt/>• Suitable for most bare and coated substrates<lt/>/p<gt/><lt/>p<gt/>• Can be used on metals and rigid plastics<lt/>/p<gt/><lt/>p<gt/>• Strong adhesion and durability<lt/>/p<gt/><lt/>p<gt/>• Resistant to weathering and sunlight<lt/>/p<gt/><lt/>p<gt/>• High gloss finish is fast drying and non-yellowing<lt/>/p<gt/><lt/>p<gt/>• 500ml aerosol can - quick and easy to apply<lt/>/p<gt/><lt/>p<gt/>• Hazard safety codes - F+, Xi, N, R12, R37, R51/53, R66, R67<lt/>/p<gt/><lt/>p<gt/>• Sale restricted to over-18s only<lt/>/p<gt/>",Spray,Clear,Clear,500 ml,,No,2 hr,Gloss,Interior and Exterior,Solvent,2 hr,2-3,No,Metal;Wood,"Woodworking projects, metalwork, automotive touch-ups, DIY projects and arts and crafts on most bare and coated substrates including wood, metal and plastic",30 min
44599,,Industrial Spray Paint 500ml,Quick Silver,,"Tough quick drying industrial paint, gives maximum protection on metal, wood and other substrates. Allow 24 hours for paint to harden.
 Hazard safety codes: F+, Xi, R12, R36, R66, R67.
 
 
 Sale will be restricted to over 18s.","<lt/>p<gt/>Need a tough, quick-drying industrial acrylic paint? Pro-Cote quick silver spray paint can be used on most metals, wood and rigid plastics - it offers excellent resistance to weathering and cracking, and is suitable for overcoating of all conventional primers.<lt/>/p<gt/><lt/>p<gt/>Supplied in a handy 500ml aerosol can for quick and easy application, maximum protection is just a spray away with Pro-Cote!<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Suitable for use on most metals, wood and rigid plastics<lt/>/p<gt/><lt/>p<gt/>• Tough and quick-drying for maximum protection<lt/>/p<gt/><lt/>p<gt/>• Suitable for overcoating of all conventional primers<lt/>/p<gt/><lt/>p<gt/>• Good resistance to weathering and cracking<lt/>/p<gt/><lt/>p<gt/>• Allow 24 hours for paint to harden<lt/>/p<gt/><lt/>p<gt/>• 500ml aerosol can - quick and easy to apply<lt/>/p<gt/><lt/>p<gt/>• Hazard safety codes - F+, Xi, R12, R36, R66, R67<lt/>/p<gt/><lt/>p<gt/>• Sale restricted to over-18s only<lt/>/p<gt/>",Spray,Metallic,Silver,500 ml,,No,24 hr,Gloss,Interior and Exterior,Solvent,10 min,2,No,Metal;Wood,"Most metals, wood and rigid plastics",20 min
